source_file,authors,year,title,venue,doi
15.txt,"Jionghao Wang, Cheng Lin, Yuan Liu, Rui Xu, Zhiyang Dou, Xiaoxiao Long, Haoxiang Guo, Taku Komura, Wenping Wang, and Xin Li",2025,PDT: Point Distribution Transformation with Diffusion Models,Proceedings of the Special Interest Group on Computer Graphics and Interactive Techniques Conference Conference Papers (SIGGRAPH Conference Papers '25),https://doi.org/10.1145/3721238.3730717
15.txt,"Dagmar Bruß, Luis Gindorf, Julia Kunzelmann, Christian Laußmann, and Jörg Rothe",2025,On Matching in Multipartite Quantum Routers,Proceedings of the 34th International Symposium on High-Performance Parallel and Distributed Computing (HPDC '25),https://doi.org/10.1145/3731545.3744148
15.txt,"Hourong Yu, Qian Peng, and Weijia Li",2026,An Efficient Mesh Decimation and Optimization Method for Large-Scale Engineering 3D Models,"Proceedings of the 5th International Conference on Computer, Artificial Intelligence and Control Engineering (CAICE '26)",https://doi.org/10.1145/3804601.3804662
15.txt,Jun Xu and Jing Wu,2025,A Lightweight 3D Digital Product Display System,Proceedings of the 2025 8th International Conference on Computer Information Science and Artificial Intelligence (CISAI '25),https://doi.org/10.1145/3773365.3773446
15.txt,"Juntang Yang, Fengwei Wu, and Yang Zhao",2025,Research and Design of Underground Engineering 3D Visualization Analysis System Based on BIM+ Technology,Proceedings of the 2025 International Conference on Smart City and Sustainable Development (SCSD '25),https://doi.org/10.1145/3747012.3747025
15.txt,"Erhu Feng, Dahu Feng, Dong Du, Yubin Xia, and Haibo Chen",2025,SNPU: Trusted Execution Environments on Integrated NPUs,Proceedings of the 51st Annual International Symposium on Computer Architecture (ISCA '24),https://doi.org/10.1109/ISCA59077.2024.00057
15.txt,"Giuseppe Paolo, Alexandre Coninx, Stephane Doncieux, and Alban Laflaquière",2021,Sparse reward exploration via novelty search and emitters,Proceedings of the Genetic and Evolutionary Computation Conference (GECCO '21),https://doi.org/10.1145/3449639.3459314
15.txt,"Asmar Muqeet, Shaukat Ali, Tao Yue, and Paolo Arcaini",2024,A Machine Learning-Based Error Mitigation Approach for Reliable Software Development on IBM’s Quantum Computers,Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering (FSE 2024),https://doi.org/10.1145/3663529.3663830
15.txt,"Pengwei Pan, Yu Liu, Jun Ma, Jianfeng Qu, Wen Hua, and Yanmei Kang",2025,MRCLQR: A Framework for Logical Query Reasoning Based on Multi-information Relation Constraints,Proceedings of the 34th ACM International Conference on Information and Knowledge Management (CIKM '25),https://doi.org/10.1145/3746252.3761221
15.txt,Rui Li,2023,Real-world large-scale terrain model reconstruction and real-time rendering,Proceedings of the 28th International ACM Conference on 3D Web Technology (Web3D '23),https://doi.org/10.1145/3611314.3615901
15.txt,"Wanna Luan, Chengming Liu, and Haibo Pang",2021,Skeleton-bridged Mesh Saliency and Mesh Simplification,Proceedings of the 2020 4th International Conference on Computer Science and Artificial Intelligence (CSAI '20),https://doi.org/10.1145/3445815.3445861
15.txt,"Long Duc Hoang Nguyen, Thuong Cong Le, Ha Thanh Le, and Duyen Thi Ngo",2024,Post-processing Workflow for 3D Vietnamese Historical Printing Woodblocks Restoration from 2D prints,Proceedings of the 2024 9th International Conference on Intelligent Information Technology (ICIIT '24),https://doi.org/10.1145/3654522.3654574
15.txt,"Marco Volino, Armin Mustafa, and Peter Vangorp (Eds.)",2023,Proceedings of the 20th ACM SIGGRAPH European Conference on Visual Media Production,"Association for Computing Machinery, New York, NY, USA",
15.txt,"Marie-Julie Rakotosaona, Noam Aigerman, Niloy J. Mitra, Maks Ovsjanikov, and Paul Guerrero",2021,Differentiable surface triangulation,ACM Trans. Graph.,https://doi.org/10.1145/3478513.3480554
15.txt,,2024,Proceedings of the 32nd ACM International Conference on Multimedia,,
15.txt,"Ruili Wang, Zhiyong Wang, Jiaying Liu, Alberto del Bimbo, Jun Zhou, Anup Basu, and Min Xu (Eds.)",2024,Proceedings of the 6th ACM International Conference on Multimedia in Asia,"Association for Computing Machinery, New York, NY, USA",
15.txt,"Erik Brunvand, Alla Sheffer, and Michael Wimmer (Eds.)",2023,ACM SIGGRAPH 2023 Conference Proceedings,"Association for Computing Machinery, New York, NY, USA",
15.txt,,2025,Proceedings of the 2025 11th International Conference on Communication and Information Processing,,
15.txt,,2025,"Proceedings of the 2025 International Conference on Artificial Intelligence, Virtual Reality and Interaction Design",,
15.txt,,2026,Proceedings of the 2026 3rd International Conference on Informatics Education and Computer Technology Applications,,
15.txt,,2025,Proceedings of the Nineteenth ACM Conference on Recommender Systems,,
15.txt,,2025,Proceedings of the 2025 International Conference on Smart City and Sustainable Development,,
15.txt,,2026,"Proceedings of the 5th International Conference on Computer, Artificial Intelligence and Control Engineering",,
15.txt,"Luis Gozanga Magalhães, Jorge Posada, Miguel Guevara, Augusto Sousa, and Traian Lavric (Eds.)",2024,Proceedings of the 29th International ACM Conference on 3D Web Technology,"Association for Computing Machinery, New York, NY, USA",
15.txt,,2025,"Proceedings of the 2025 5th International Conference on Computational Modeling, Simulation and Data Analysis",,
15.txt,Soon Ki Jung and Neil Dodgson (Eds.),2022,SIGGRAPH Asia 2022 Posters,"Association for Computing Machinery, New York, NY, USA",
15.txt,"Ginger Alford, Hao (Richard) Zhang, and Adriana Schulz (Eds.)",2025,Proceedings of the Special Interest Group on Computer Graphics and Interactive Techniques Conference Conference Papers,"Association for Computing Machinery, New York, NY, USA",
15.txt,,2025,Proceedings of the 2025 8th International Conference on Computer Information Science and Artificial Intelligence,,
15.txt,,2024,Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering,,
15.txt,,2025,Proceedings of the 2025 3rd International Conference on Mathematics and Machine Learning,,
15.txt,,2024,"Proceedings of the 7th International Conference on Networking, Intelligent Systems and Security",,
15.txt,,2025,Proceedings of the ACM on Web Conference 2025,,
15.txt,"Aitor Moreno, Alberto Jaspe-Villanueva, Imanol Muñoz-Pandiella, and Jorge Posada (Eds.)",2023,Proceedings of the 28th International ACM Conference on 3D Web Technology,"Association for Computing Machinery, New York, NY, USA",
15.txt,,2024,Proceedings of the 21st ACM International Conference on Computing Frontiers,,
15.txt,,2025,Proceedings of the 48th International ACM SIGIR Conference on Research and Development in Information Retrieval,,
15.txt,,2023,Proceedings of the 50th Annual International Symposium on Computer Architecture,,
15.txt,"Takeo Igarashi, Ariel Shamir, and Hao (Richard) Zhang (Eds.)",2024,SIGGRAPH Asia 2024 Conference Papers,"Association for Computing Machinery, New York, NY, USA",
15.txt,,2024,Proceedings of the 47th International ACM SIGIR Conference on Research and Development in Information Retrieval,,
15.txt,,2024,Proceedings of the 2024 9th International Conference on Intelligent Information Technology,,
15.txt,,2024,Proceedings of the 2024 9th International Conference on Cyber Security and Information Engineering,,
15.txt,"Taku Komura, Michael Wimmer, and Hongbo Fu (Eds.)",2025,Proceedings of the SIGGRAPH Asia 2025 Conference Papers,"Association for Computing Machinery, New York, NY, USA",
15.txt,,2022,Proceedings of the 2022 6th International Conference on Electronic Information Technology and Computer Engineering,,
15.txt,,2025,Proceedings of the 2025 International Conference on Multimedia Retrieval,,
15.txt,,2023,Proceedings of the 56th Annual IEEE/ACM International Symposium on Microarchitecture,,
16.txt,"Christian Stippel, Felix Mujkanovic, Thomas Leimkühler, and Pedro Hermosilla",2025,Marching Neurons: Accurate Surface Extraction for Neural Implicit Shapes,ACM Trans. Graph.,https://doi.org/10.1145/3763328
16.txt,"Hongbo Li, Haikuan Zhu, Sikai Zhong, Ningna Wang, Cheng Lin, Xiaohu Guo, Shiqing Xin, Wenping Wang, Jing Hua, and Zichun Zhong",2024,NASM: Neural Anisotropic Surface Meshing,SIGGRAPH Asia 2024 Conference Papers (SA '24),https://doi.org/10.1145/3680528.3687700
16.txt,"Rijie Cong, Yu Xu, Jinping Zhang, and Jinru Xian",2026,Automatic Extraction of Natural Landscape Elements and Miniature Model Generation Based on Convolutional Neural Networks,"Proceedings of the 2025 International Conference on Artificial Intelligence, Virtual Reality and Interaction Design (AIVRID '25)",https://doi.org/10.1145/3777730.3777863
16.txt,"Jiayi Kong, Chen Zong, Jun Luo, Shiqing Xin, Fei Hou, Hanqing Jiang, Chen Qian, and Ying He",2026,Quasi-Medial Distance Field (Q-MDF): A Robust Method for Approximating and Discretizing Neural Medial Axes,ACM Trans. Graph.,https://doi.org/10.1145/3795772
16.txt,"Boyuan Feng, Yuke Wang, Tong Geng, Ang Li, and Yufei Ding",2021,APNN-TC: accelerating arbitrary precision neural networks on ampere GPU tensor cores,"Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis (SC '21)",https://doi.org/10.1145/3458817.3476157
16.txt,"Meng Yang, Chuanrui Cui, Yanan Li, Ning Chen, and Pengpeng Zhang",2026,Industrial-Scale Data Processing and LLM Evaluation for Coal Mine Safety,Proceedings of the 2025 11th International Conference on Communication and Information Processing (ICCIP '25),https://doi.org/10.1145/3784833.3784879
16.txt,"Yuhan Wu, Yuanyuan Xu, Wenjie Zhang, Xiwei Xu, and Ying Zhang",2024,Query2GMM: Learning Representation with Gaussian Mixture Model for Reasoning over Knowledge Graphs,Proceedings of the ACM Web Conference 2024 (WWW '24),https://doi.org/10.1145/3589334.3645569
16.txt,"Pengwei Pan, Yu Liu, Jun Ma, Jianfeng Qu, Wen Hua, and Yanmei Kang",2025,MRCLQR: A Framework for Logical Query Reasoning Based on Multi-information Relation Constraints,Proceedings of the 34th ACM International Conference on Information and Knowledge Management (CIKM '25),https://doi.org/10.1145/3746252.3761221
16.txt,"Chau D. M. Nguyen, Tim French, Michael Stewart, Melinda Hodkiewicz, and Wei Liu",2025,Representation Learning in Complex Logical Query Answering on Knowledge Graphs: A Survey,ACM Comput. Surv.,https://doi.org/10.1145/3771692
16.txt,"Mengzu Liu, Junwei Xu, Tao Huang, Fangfang Wu, Le Dong, Xin Li, and Weisheng Dong",2025,Exploring Global Correlations via Polarity Memory for Multispectral Demosaicing,Proceedings of the 33rd ACM International Conference on Multimedia (MM '25),https://doi.org/10.1145/3746027.3755161
16.txt,"Yuanjing Luo, Tongqing Zhou, Fang Liu, and Zhiping Cai",2023,IRWArt: Levering Watermarking Performance for Protecting High-quality Artwork Images,Proceedings of the ACM Web Conference 2023 (WWW '23),https://doi.org/10.1145/3543507.3583489
16.txt,"Tianchang Shen, Zhaoshuo Li, Marc Law, Matan Atzmon, Sanja Fidler, James Lucas, Jun Gao, and Nicholas Sharp",2024,SpaceMesh: A Continuous Representation for Learning Manifold Surface Meshes,SIGGRAPH Asia 2024 Conference Papers (SA '24),https://doi.org/10.1145/3680528.3687634
16.txt,"Peibin Chen, Xijin Zhang, and Daniel Kang Du",2024,SimpliGuard: Robust Mesh Simplification In the Wild,Proceedings of the 32nd ACM International Conference on Multimedia (MM '24),https://doi.org/10.1145/3664647.3680660
16.txt,"Jionghao Wang, Cheng Lin, Yuan Liu, Rui Xu, Zhiyang Dou, Xiaoxiao Long, Haoxiang Guo, Taku Komura, Wenping Wang, and Xin Li",2025,PDT: Point Distribution Transformation with Diffusion Models,Proceedings of the Special Interest Group on Computer Graphics and Interactive Techniques Conference Conference Papers (SIGGRAPH Conference Papers '25),https://doi.org/10.1145/3721238.3730717
16.txt,"Yejing Wang, Chi Zhang, Xiangyu Zhao, Qidong Liu, Maolin Wang, Xuetao Wei, Zitao Liu, Xing Shi, Xudong Yang, Ling Zhong, and Wei Lin",2025,Behavior Modeling Space Reconstruction for E-Commerce Search,Proceedings of the ACM on Web Conference 2025 (WWW '25),https://doi.org/10.1145/3696410.3714949
16.txt,"Pratibha Raghupati Hegde, Oleksandr Kyriienko, Hermanni Heimonen, Panagiotis Tolias, Gilbert Netzer, Panagiotis Barkoutsos, Ricardo Vinuesa, Ivy Peng, and Stefano Markidis",2024,Beyond the Buzz: Strategic Paths for Enabling Useful NISQ Applications,Proceedings of the 21st ACM International Conference on Computing Frontiers (CF '24),https://doi.org/10.1145/3649153.3649182
16.txt,"Marie-Julie Rakotosaona, Noam Aigerman, Niloy J. Mitra, Maks Ovsjanikov, and Paul Guerrero",2021,Differentiable surface triangulation,ACM Trans. Graph.,https://doi.org/10.1145/3478513.3480554
16.txt,Julian Knodt and Seung-Hwan Baek,2026,Texture-Aware Remeshing for Texture-aware Geometry Processing,ACM Trans. Graph.,https://doi.org/10.1145/3804451
16.txt,"Zhen Chen, Zherong Pan, Kui Wu, Etienne Vouga, and Xifeng Gao",2023,Robust Low-Poly Meshing for General 3D Models,ACM Trans. Graph.,https://doi.org/10.1145/3592396
16.txt,Rui Li,2023,View-dependent Adaptive HLOD: real-time interactive rendering of multi-resolution models,Proceedings of the 20th ACM SIGGRAPH European Conference on Visual Media Production (CVMP '23),https://doi.org/10.1145/3626495.3626507
16.txt,"Teng Shi, Zihua Si, Jun Xu, Xiao Zhang, Xiaoxue Zang, Kai Zheng, Dewei Leng, Yanan Niu, and Yang Song",2024,UniSAR: Modeling User Transition Behaviors between Search and Recommendation,Proceedings of the 47th International ACM SIGIR Conference on Research and Development in Information Retrieval (SIGIR '24),https://doi.org/10.1145/3626772.3657811
16.txt,"Jiongnan Liu, Zhicheng Dou, Guoyu Tang, and Sulong Xu",2023,JDsearch: A Personalized Product Search Dataset with Real Queries and Full Interactions,Proceedings of the 46th International ACM SIGIR Conference on Research and Development in Information Retrieval (SIGIR '23),https://doi.org/10.1145/3539618.3591900
16.txt,"Yaoan Gao, Jiamin Xu, James Tompkin, Qi Wang, Zheng Dong, Hujun Bao, Yujun Shen, Huamin Wang, Changqing Zou, and Weiwei Xu",2025,Efficient Object Reconstruction with Differentiable Area Light Shading,Proceedings of the SIGGRAPH Asia 2025 Conference Papers (SA Conference Papers '25),https://doi.org/10.1145/3757377.3763865
16.txt,"Erhu Feng, Dahu Feng, Dong Du, Yubin Xia, and Haibo Chen",2025,SNPU: Trusted Execution Environments on Integrated NPUs,Proceedings of the 51st Annual International Symposium on Computer Architecture (ISCA '24),https://doi.org/10.1109/ISCA59077.2024.00057
16.txt,"Xinmu Wang, Xiang Gao, Xiyun Song, Heather Yu, Zongfang Lin, Liang Peng, and Xianfeng Gu",2025,OT-Talk: Animating 3D Talking Head with Optimal Transportation,Proceedings of the 2025 International Conference on Multimedia Retrieval (ICMR '25),https://doi.org/10.1145/3731715.3733411
16.txt,"Saikat Basu, Amit Saha, Amlan Chakrabarti, and Susmita Sur-Kolay",2022,I-QER: An Intelligent Approach Towards Quantum Error Reduction,ACM Transactions on Quantum Computing,https://doi.org/10.1145/3539613
16.txt,"Giuseppe Paolo, Alexandre Coninx, Stephane Doncieux, and Alban Laflaquière",2021,Sparse reward exploration via novelty search and emitters,Proceedings of the Genetic and Evolutionary Computation Conference (GECCO '21),https://doi.org/10.1145/3449639.3459314
16.txt,"Keping Bi, Qingyao Ai, and W. Bruce Croft",2021,Learning a Fine-Grained Review-based Transformer Model for Personalized Product Search,Proceedings of the 44th International ACM SIGIR Conference on Research and Development in Information Retrieval (SIGIR '21),https://doi.org/10.1145/3404835.3462911
16.txt,"Chau D. M. Nguyen, Tim French, Michael Stewart, Melinda Hodkiewicz, and Wei Liu",2025,Spherical Embeddings for Atomic Relation Projection Reaching Complex Logical Query Answering,Proceedings of the ACM on Web Conference 2025 (WWW '25),https://doi.org/10.1145/3696410.3714747
16.txt,"Qijia Huang, Pierre Kraemer, Sylvain Thery, and Dominique Bechmann",2024,Dynamic Skeletonization via Variational Medial Axis Sampling,SIGGRAPH Asia 2024 Conference Papers (SA '24),https://doi.org/10.1145/3680528.3687678
16.txt,"Jindi Wu, Tianjie Hu, and Qun Li",2026,A Fine-Grained and Efficient Reliability Analysis Framework for Noisy Quantum Circuits,Proc. ACM Meas. Anal. Comput. Syst.,https://doi.org/10.1145/3788085
16.txt,Arijit Khan,2023,Knowledge Graphs Querying,SIGMOD Rec.,https://doi.org/10.1145/3615952.3615956
16.txt,"Marco Volino, Armin Mustafa, and Peter Vangorp (Eds.)",2023,Proceedings of the 20th ACM SIGGRAPH European Conference on Visual Media Production,"Association for Computing Machinery, New York, NY, USA",
16.txt,"Jing-En Jiang, Hanxiao Wang, Mingyang Zhao, Dong-Ming Yan, Shuangmin Chen, Shiqing Xin, Changhe Tu, and Wenping Wang",2025,DeFillet: Detection and Removal of Fillet Regions in Polygonal CAD Models,ACM Trans. Graph.,https://doi.org/10.1145/3731166
16.txt,"Zhongtian Zheng, Tongtong Wang, Qijia Feng, Zherong Pan, Xifeng Gao, and Kui Wu",2024,Proxy Asset Generation for Cloth Simulation in Games,ACM Trans. Graph.,https://doi.org/10.1145/3658177
16.txt,"Niloy Saha, Mina Tahmasbi Arashloo, Nashid Shahriar, and Raouf Boutaba",2026,Dynamic SLA-aware Network Slice Monitoring,Proc. ACM Meas. Anal. Comput. Syst.,https://doi.org/10.1145/3788090
16.txt,"Ruili Wang, Zhiyong Wang, Jiaying Liu, Alberto del Bimbo, Jun Zhou, Anup Basu, and Min Xu (Eds.)",2024,Proceedings of the 6th ACM International Conference on Multimedia in Asia,"Association for Computing Machinery, New York, NY, USA",
16.txt,"Erik Brunvand, Alla Sheffer, and Michael Wimmer (Eds.)",2023,ACM SIGGRAPH 2023 Conference Proceedings,"Association for Computing Machinery, New York, NY, USA",
16.txt,,2025,Proceedings of the 2025 11th International Conference on Communication and Information Processing,,
16.txt,"Ginger Alford, Hao (Richard) Zhang, and Adriana Schulz (Eds.)",2025,Proceedings of the Special Interest Group on Computer Graphics and Interactive Techniques Conference Conference Papers,"Association for Computing Machinery, New York, NY, USA",
16.txt,Soon Ki Jung and Neil Dodgson (Eds.),2022,SIGGRAPH Asia 2022 Posters,"Association for Computing Machinery, New York, NY, USA",
16.txt,,2025,Proceedings of the 2025 3rd International Conference on Mathematics and Machine Learning,,
16.txt,,2025,"Proceedings of the 2025 5th International Conference on Computational Modeling, Simulation and Data Analysis",,
16.txt,,2026,"Proceedings of the 5th International Conference on Computer, Artificial Intelligence and Control Engineering",,
16.txt,"Takeo Igarashi, Ariel Shamir, and Hao (Richard) Zhang (Eds.)",2024,SIGGRAPH Asia 2024 Conference Papers,"Association for Computing Machinery, New York, NY, USA",
16.txt,,2025,Proceedings of the Nineteenth ACM Conference on Recommender Systems,,
16.txt,"Taku Komura, Michael Wimmer, and Hongbo Fu (Eds.)",2025,Proceedings of the SIGGRAPH Asia 2025 Conference Papers,"Association for Computing Machinery, New York, NY, USA",
16.txt,,2024,Proceedings of the 21st ACM International Conference on Computing Frontiers,,
16.txt,,2025,"Proceedings of the 2025 International Conference on Artificial Intelligence, Virtual Reality and Interaction Design",,
16.txt,,2025,Proceedings of the 2025 8th International Conference on Computer Information Science and Artificial Intelligence,,
16.txt,,2023,Proceedings of the 50th Annual International Symposium on Computer Architecture,,
16.txt,,2026,Proceedings of the 2026 3rd International Conference on Informatics Education and Computer Technology Applications,,
16.txt,,2024,Proceedings of the 32nd ACM International Conference on Multimedia,,
16.txt,,2024,"Proceedings of the 7th International Conference on Networking, Intelligent Systems and Security",,
16.txt,"Aitor Moreno, Alberto Jaspe-Villanueva, Imanol Muñoz-Pandiella, and Jorge Posada (Eds.)",2023,Proceedings of the 28th International ACM Conference on 3D Web Technology,"Association for Computing Machinery, New York, NY, USA",
16.txt,,2024,Proceedings of the 2024 9th International Conference on Cyber Security and Information Engineering,,
16.txt,"Luis Gozanga Magalhães, Jorge Posada, Miguel Guevara, Augusto Sousa, and Traian Lavric (Eds.)",2024,Proceedings of the 29th International ACM Conference on 3D Web Technology,"Association for Computing Machinery, New York, NY, USA",
16.txt,,2025,Proceedings of the ACM on Web Conference 2025,,
16.txt,,2024,Proceedings of the 2024 9th International Conference on Intelligent Information Technology,,
16.txt,,2025,Proceedings of the 48th International ACM SIGIR Conference on Research and Development in Information Retrieval,,
16.txt,,2025,Proceedings of the 2025 International Conference on Multimedia Retrieval,,
16.txt,,2024,Proceedings of the 47th International ACM SIGIR Conference on Research and Development in Information Retrieval,,
16.txt,,2022,Proceedings of the 2022 6th International Conference on Electronic Information Technology and Computer Engineering,,
16.txt,,2023,Proceedings of the 56th Annual IEEE/ACM International Symposium on Microarchitecture,,
16.txt,,2024,Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering,,
16.txt,,2025,Proceedings of the 2025 International Conference on Smart City and Sustainable Development,,
17.txt,"Betis Baheri, Vipin Chaudhary, Ang Li, Shuai Xu, Bo Fang, and Qiang Guan",2023,Quantum Noise Mitigation: Introducing the Robust Quantum Circuit Scheduler for Enhanced Fidelity and Throughput,Proceedings of the 2023 International Workshop on Quantum Classical Cooperative (QCCC '23),https://doi.org/10.1145/3588983.3596688
17.txt,"Tianyao Chu, Siwei Tan, Liqiang Lu, Jingwen Leng, Fangxin Liu, Congliang Lang, Yifan Guo, and Jianwei Yin",2025,ArbiterQ: Improving QNN Convergency and Accuracy by Applying Personalized Model on Heterogeneous Quantum Devices,Proceedings of the 62nd Annual ACM/IEEE Design Automation Conference (DAC '25),https://doi.org/10.1109/DAC63849.2025.11132786
18.txt,"Tianyao Chu, Siwei Tan, Liqiang Lu, Jingwen Leng, Fangxin Liu, Congliang Lang, Yifan Guo, and Jianwei Yin",2025,ArbiterQ: Improving QNN Convergency and Accuracy by Applying Personalized Model on Heterogeneous Quantum Devices,Proceedings of the 62nd Annual ACM/IEEE Design Automation Conference (DAC '25),https://doi.org/10.1109/DAC63849.2025.11132786
19.txt,"Manusha Karunathilaka, Shaolun Ruan, Lin-Ping Yuan, Jiannan Li, Zhiding Liang, Kavinda Athapaththu, Qiang Guan, and Yong Wang",2025,Intuit: Explain Quantum Computing Concepts via AR-based Analogy,Proceedings of the Extended Abstracts of the CHI Conference on Human Factors in Computing Systems (CHI EA '25),https://doi.org/10.1145/3706599.3720085
2.txt,"Pratibha Raghupati Hegde, Oleksandr Kyriienko, Hermanni Heimonen, Panagiotis Tolias, Gilbert Netzer, Panagiotis Barkoutsos, Ricardo Vinuesa, Ivy Peng, and Stefano Markidis",2024,Beyond the Buzz: Strategic Paths for Enabling Useful NISQ Applications,Proceedings of the 21st ACM International Conference on Computing Frontiers (CF '24),https://doi.org/10.1145/3649153.3649182
2.txt,"Shashank Gupta, Yashas Hariprasad, S. S. Iyengar, Subhash Gurappa, and Pronab Mohanty",2026,Enhancing Digital Security: A Novel Dual-Paradigm Approach for Robust Deepfake Detection Using Pre and Post Quantum-Trained Neural Networks,Digital Threats,https://doi.org/10.1145/3794846
2.txt,"Emmanouil Giortamis, Francisco Romao, Nathaniel Tornow, Dmitry Lugovoy, and Pramod Bhatotia",2025,Qonductor: A Cloud Orchestrator for Quantum Computing,"Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis (SC '25)",https://doi.org/10.1145/3712285.3759785
2.txt,"Mauro Pezzè, Silvia Abrahão, Birgit Penzenstadler, Denys Poshyvanyk, Abhik Roychoudhury, and Tao Yue",2025,A 2030 Roadmap for Software Engineering,ACM Trans. Softw. Eng. Methodol.,https://doi.org/10.1145/3731559
2.txt,"Juan Manuel Murillo, Jose Garcia-Alonso, Enrique Moguel, Johanna Barzen, Frank Leymann, Shaukat Ali, Tao Yue, Paolo Arcaini, Ricardo Pérez-Castillo, Ignacio García-Rodríguez de Guzmán, Mario Piattini, Antonio Ruiz-Cortés, Antonio Brogi, Jianjun Zhao, Andriy Miranskyy, and Manuel Wimmer",2025,Quantum Software Engineering: Roadmap and Challenges Ahead,ACM Trans. Softw. Eng. Methodol.,https://doi.org/10.1145/3712002
2.txt,"Engin Zeydan, Suayb Arslan, and Yekta Turk",2026,"A Cloud Native Journey for Telecommunication Networks: Components, Applications and Open Challenges",ACM Comput. Surv.,https://doi.org/10.1145/3801492
2.txt,,2023,Proceedings of the 14th International Green and Sustainable Computing Conference,,
2.txt,,2024,Proceedings of the 21st ACM International Conference on Computing Frontiers,,
2.txt,,2023,Proceedings of the 50th Annual International Symposium on Computer Architecture,,
2.txt,,2025,"Proceedings of the 30th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2",,
2.txt,,2025,"Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",,
2.txt,,2024,Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering,,
2.txt,,2024,"Proceedings of the 29th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2",,
2.txt,,2025,Proceedings of the 54th International Conference on Parallel Processing,,
2.txt,,2022,"Proceedings of the International Conference on High Performance Computing, Networking, Storage and Analysis",,
2.txt,,2025,Proceedings of the 58th IEEE/ACM International Symposium on Microarchitecture,,
20.txt,"Tianyao Chu, Siwei Tan, Liqiang Lu, Jingwen Leng, Fangxin Liu, Congliang Lang, Yifan Guo, and Jianwei Yin",2025,ArbiterQ: Improving QNN Convergency and Accuracy by Applying Personalized Model on Heterogeneous Quantum Devices,Proceedings of the 62nd Annual ACM/IEEE Design Automation Conference (DAC '25),https://doi.org/10.1109/DAC63849.2025.11132786
22.txt,"Betis Baheri, Vipin Chaudhary, Ang Li, Shuai Xu, Bo Fang, and Qiang Guan",2023,Quantum Noise Mitigation: Introducing the Robust Quantum Circuit Scheduler for Enhanced Fidelity and Throughput,Proceedings of the 2023 International Workshop on Quantum Classical Cooperative (QCCC '23),https://doi.org/10.1145/3588983.3596688
22.txt,"Manusha Karunathilaka, Shaolun Ruan, Lin-Ping Yuan, Jiannan Li, Zhiding Liang, Kavinda Athapaththu, Qiang Guan, and Yong Wang",2025,Intuit: Explain Quantum Computing Concepts via AR-based Analogy,Proceedings of the Extended Abstracts of the CHI Conference on Human Factors in Computing Systems (CHI EA '25),https://doi.org/10.1145/3706599.3720085
22.txt,"Tianyao Chu, Siwei Tan, Liqiang Lu, Jingwen Leng, Fangxin Liu, Congliang Lang, Yifan Guo, and Jianwei Yin",2025,ArbiterQ: Improving QNN Convergency and Accuracy by Applying Personalized Model on Heterogeneous Quantum Devices,Proceedings of the 62nd Annual ACM/IEEE Design Automation Conference (DAC '25),https://doi.org/10.1109/DAC63849.2025.11132786
22.txt,"Caitao Zhan, Himanshu Gupta, and Mark Hillery",2024,Optimizing Initial State of Detector Sensors in Quantum Sensor Networks,ACM Transactions on Quantum Computing,https://doi.org/10.1145/3655028
24.txt,"Manusha Karunathilaka, Shaolun Ruan, Lin-Ping Yuan, Jiannan Li, Zhiding Liang, Kavinda Athapaththu, Qiang Guan, and Yong Wang",2025,Intuit: Explain Quantum Computing Concepts via AR-based Analogy,Proceedings of the Extended Abstracts of the CHI Conference on Human Factors in Computing Systems (CHI EA '25),https://doi.org/10.1145/3706599.3720085
24.txt,"Tianyao Chu, Siwei Tan, Liqiang Lu, Jingwen Leng, Fangxin Liu, Congliang Lang, Yifan Guo, and Jianwei Yin",2025,ArbiterQ: Improving QNN Convergency and Accuracy by Applying Personalized Model on Heterogeneous Quantum Devices,Proceedings of the 62nd Annual ACM/IEEE Design Automation Conference (DAC '25),https://doi.org/10.1109/DAC63849.2025.11132786
3.txt,"Siwei Tan, Liqiang Lu, Hanyu Zhang, Jia Yu, Congliang Lang, Yongheng Shang, Xinkui Zhao, Mingshuai Chen, Yun Liang, and Jianwei Yin",2024,QuFEM: Fast and Accurate Quantum Readout Calibration Using the Finite Element Method,"Proceedings of the 29th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2 (ASPLOS '24)",https://doi.org/10.1145/3620665.3640380
3.txt,"Mauro Pezzè, Silvia Abrahão, Birgit Penzenstadler, Denys Poshyvanyk, Abhik Roychoudhury, and Tao Yue",2025,A 2030 Roadmap for Software Engineering,ACM Trans. Softw. Eng. Methodol.,https://doi.org/10.1145/3731559
