source_file,authors,year,title,venue,doi
8.txt,"Hanrui Wang, Jiaqi Gu, Yongshan Ding, Zirui Li, Frederic T. Chong, David Z. Pan, and Song Han",2022,"QuantumNAT: quantum noise-aware training with noise injection, quantization and normalization",Proceedings of the 59th ACM/IEEE Design Automation Conference (DAC '22),https://doi.org/10.1145/3489517.3530400
8.txt,"Saikat Basu, Amit Saha, Amlan Chakrabarti, and Susmita Sur-Kolay",2022,I-QER: An Intelligent Approach Towards Quantum Error Reduction,ACM Transactions on Quantum Computing,https://doi.org/10.1145/3539613
8.txt,"Tianyi Hao, Kun Liu, and Swamit Tannu",2023,Enabling High Performance Debugging for Variational Quantum Algorithms using Compressed Sensing,Proceedings of the 50th Annual International Symposium on Computer Architecture (ISCA '23),https://doi.org/10.1145/3579371.3589044
8.txt,"Niloy Saha, Mina Tahmasbi Arashloo, Nashid Shahriar, and Raouf Boutaba",2026,Dynamic SLA-aware Network Slice Monitoring,Proc. ACM Meas. Anal. Comput. Syst.,https://doi.org/10.1145/3788090
8.txt,"Mauro Pezzè, Silvia Abrahão, Birgit Penzenstadler, Denys Poshyvanyk, Abhik Roychoudhury, and Tao Yue",2025,A 2030 Roadmap for Software Engineering,ACM Trans. Softw. Eng. Methodol.,https://doi.org/10.1145/3731559
8.txt,,2023,Proceedings of the 14th International Green and Sustainable Computing Conference,,
8.txt,,2023,Proceedings of the 50th Annual International Symposium on Computer Architecture,,
8.txt,,2024,Proceedings of the 21st ACM International Conference on Computing Frontiers,,
8.txt,,2024,Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering,,
8.txt,,2025,Proceedings of the 54th International Conference on Parallel Processing,,
8.txt,,2024,"Proceedings of the 29th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2",,
8.txt,,2025,Proceedings of the 58th IEEE/ACM International Symposium on Microarchitecture,,
8.txt,,2025,"Proceedings of the 30th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2",,
8.txt,,2025,"Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",,
8.txt,,2022,"Proceedings of the International Conference on High Performance Computing, Networking, Storage and Analysis",,
9.txt,,2025,Proceedings of the 2025 3rd International Conference on Mathematics and Machine Learning,,
9.txt,"Asmar Muqeet, Shaukat Ali, Tao Yue, and Paolo Arcaini",2024,A Machine Learning-Based Error Mitigation Approach for Reliable Software Development on IBM’s Quantum Computers,Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering (FSE 2024),https://doi.org/10.1145/3663529.3663830
9.txt,"Tianchang Shen, Zhaoshuo Li, Marc Law, Matan Atzmon, Sanja Fidler, James Lucas, Jun Gao, and Nicholas Sharp",2024,SpaceMesh: A Continuous Representation for Learning Manifold Surface Meshes,SIGGRAPH Asia 2024 Conference Papers (SA '24),https://doi.org/10.1145/3680528.3687634
9.txt,Renjiang Wang and Yansong Zhang,2026,Research on Real-Scene 3D Modeling of Geoinformation Based on UAV Oblique Photogrammetry Data,Proceedings of the 2025 3rd International Conference on Mathematics and Machine Learning (ICMML '25),https://doi.org/10.1145/3783779.3783847
9.txt,"Christian Stippel, Felix Mujkanovic, Thomas Leimkühler, and Pedro Hermosilla",2025,Marching Neurons: Accurate Surface Extraction for Neural Implicit Shapes,ACM Trans. Graph.,https://doi.org/10.1145/3763328
9.txt,"Saikat Basu, Amit Saha, Amlan Chakrabarti, and Susmita Sur-Kolay",2022,I-QER: An Intelligent Approach Towards Quantum Error Reduction,ACM Transactions on Quantum Computing,https://doi.org/10.1145/3539613
9.txt,"Chau D. M. Nguyen, Tim French, Michael Stewart, Melinda Hodkiewicz, and Wei Liu",2025,Representation Learning in Complex Logical Query Answering on Knowledge Graphs: A Survey,ACM Comput. Surv.,https://doi.org/10.1145/3771692
9.txt,"Pengwei Pan, Yu Liu, Jun Ma, Jianfeng Qu, Wen Hua, and Yanmei Kang",2025,MRCLQR: A Framework for Logical Query Reasoning Based on Multi-information Relation Constraints,Proceedings of the 34th ACM International Conference on Information and Knowledge Management (CIKM '25),https://doi.org/10.1145/3746252.3761221
9.txt,"Gabriel Meynet, Jean Claude Iehl, Johanna Delanoy, Guillaume Lavoué, and Florent Dupont",2024,A Workload Prediction Model for 3D Textured Meshes in Webgl Context,Proceedings of the 29th International ACM Conference on 3D Web Technology (Web3D '24),https://doi.org/10.1145/3665318.3677156
9.txt,"Yejing Wang, Chi Zhang, Xiangyu Zhao, Qidong Liu, Maolin Wang, Xuetao Wei, Zitao Liu, Xing Shi, Xudong Yang, Ling Zhong, and Wei Lin",2025,Behavior Modeling Space Reconstruction for E-Commerce Search,Proceedings of the ACM on Web Conference 2025 (WWW '25),https://doi.org/10.1145/3696410.3714949
9.txt,,2025,Proceedings of the 2025 8th International Conference on Computer Information Science and Artificial Intelligence,,
9.txt,"Hongbo Li, Haikuan Zhu, Sikai Zhong, Ningna Wang, Cheng Lin, Xiaohu Guo, Shiqing Xin, Wenping Wang, Jing Hua, and Zichun Zhong",2024,NASM: Neural Anisotropic Surface Meshing,SIGGRAPH Asia 2024 Conference Papers (SA '24),https://doi.org/10.1145/3680528.3687700
9.txt,Arijit Khan,2023,Knowledge Graphs Querying,SIGMOD Rec.,https://doi.org/10.1145/3615952.3615956
9.txt,"Boyuan Feng, Yuke Wang, Tong Geng, Ang Li, and Yufei Ding",2021,APNN-TC: accelerating arbitrary precision neural networks on ampere GPU tensor cores,"Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis (SC '21)",https://doi.org/10.1145/3458817.3476157
9.txt,,2024,Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering,,
9.txt,"Hsueh-Ti Derek Liu, Xiaoting Zhang, and Cem Yuksel",2025,Simplifying Textured Triangle Meshes in the Wild,ACM Trans. Graph.,https://doi.org/10.1145/3763277
9.txt,"Pratibha Raghupati Hegde, Oleksandr Kyriienko, Hermanni Heimonen, Panagiotis Tolias, Gilbert Netzer, Panagiotis Barkoutsos, Ricardo Vinuesa, Ivy Peng, and Stefano Markidis",2024,Beyond the Buzz: Strategic Paths for Enabling Useful NISQ Applications,Proceedings of the 21st ACM International Conference on Computing Frontiers (CF '24),https://doi.org/10.1145/3649153.3649182
9.txt,,2026,Proceedings of the 2026 3rd International Conference on Informatics Education and Computer Technology Applications,,
9.txt,"Long Duc Hoang Nguyen, Thuong Cong Le, Ha Thanh Le, and Duyen Thi Ngo",2024,Post-processing Workflow for 3D Vietnamese Historical Printing Woodblocks Restoration from 2D prints,Proceedings of the 2024 9th International Conference on Intelligent Information Technology (ICIIT '24),https://doi.org/10.1145/3654522.3654574
9.txt,,2025,"Proceedings of the 2025 5th International Conference on Computational Modeling, Simulation and Data Analysis",,
9.txt,"Samuel Stein, Nathan Wiebe, Yufei Ding, James Ang, and Ang Li",2023,Q-BEEP: Quantum Bayesian Error Mitigation Employing Poisson Modeling over the Hamming Spectrum,Proceedings of the 50th Annual International Symposium on Computer Architecture (ISCA '23),https://doi.org/10.1145/3579371.3589043
9.txt,,2026,"Proceedings of the 5th International Conference on Computer, Artificial Intelligence and Control Engineering",,
9.txt,,2024,"Proceedings of the 7th International Conference on Networking, Intelligent Systems and Security",,
9.txt,,2024,Proceedings of the 2024 9th International Conference on Cyber Security and Information Engineering,,
9.txt,,2024,Proceedings of the 2024 9th International Conference on Intelligent Information Technology,,
9.txt,,2025,"Proceedings of the 2025 International Conference on Artificial Intelligence, Virtual Reality and Interaction Design",,
9.txt,,2025,Proceedings of the 2025 11th International Conference on Communication and Information Processing,,
9.txt,,2025,Proceedings of the Nineteenth ACM Conference on Recommender Systems,,
9.txt,"Jindi Wu, Tianjie Hu, and Qun Li",2026,A Fine-Grained and Efficient Reliability Analysis Framework for Noisy Quantum Circuits,Proc. ACM Meas. Anal. Comput. Syst.,https://doi.org/10.1145/3788085
9.txt,"Shifan Xu, Connor T. Hann, Ben Foxman, Steven M. Girvin, and Yongshan Ding",2023,Systems Architecture for Quantum Random Access Memory,Proceedings of the 56th Annual IEEE/ACM International Symposium on Microarchitecture (MICRO '23),https://doi.org/10.1145/3613424.3614270
9.txt,,2024,Proceedings of the 21st ACM International Conference on Computing Frontiers,,
9.txt,,2025,Proceedings of the 2025 International Conference on Smart City and Sustainable Development,,
9.txt,,2022,Proceedings of the 2022 6th International Conference on Electronic Information Technology and Computer Engineering,,
9.txt,Soon Ki Jung and Neil Dodgson (Eds.),2022,SIGGRAPH Asia 2022 Posters,"Association for Computing Machinery, New York, NY, USA",
9.txt,"Marie-Julie Rakotosaona, Noam Aigerman, Niloy J. Mitra, Maks Ovsjanikov, and Paul Guerrero",2021,Differentiable surface triangulation,ACM Trans. Graph.,https://doi.org/10.1145/3478513.3480554
9.txt,"Marco Volino, Armin Mustafa, and Peter Vangorp (Eds.)",2023,Proceedings of the 20th ACM SIGGRAPH European Conference on Visual Media Production,"Association for Computing Machinery, New York, NY, USA",
9.txt,,2025,Proceedings of the 48th International ACM SIGIR Conference on Research and Development in Information Retrieval,,
9.txt,"Niloy Saha, Mina Tahmasbi Arashloo, Nashid Shahriar, and Raouf Boutaba",2026,Dynamic SLA-aware Network Slice Monitoring,Proc. ACM Meas. Anal. Comput. Syst.,https://doi.org/10.1145/3788090
9.txt,,2025,Proceedings of the ACM on Web Conference 2025,,
9.txt,"Erik Brunvand, Alla Sheffer, and Michael Wimmer (Eds.)",2023,ACM SIGGRAPH 2023 Conference Proceedings,"Association for Computing Machinery, New York, NY, USA",
9.txt,,2023,Proceedings of the 56th Annual IEEE/ACM International Symposium on Microarchitecture,,
9.txt,,2023,Proceedings of the 50th Annual International Symposium on Computer Architecture,,
9.txt,,2025,Proceedings of the 2025 International Conference on Multimedia Retrieval,,
9.txt,"Ruili Wang, Zhiyong Wang, Jiaying Liu, Alberto del Bimbo, Jun Zhou, Anup Basu, and Min Xu (Eds.)",2024,Proceedings of the 6th ACM International Conference on Multimedia in Asia,"Association for Computing Machinery, New York, NY, USA",
9.txt,,2024,Proceedings of the 47th International ACM SIGIR Conference on Research and Development in Information Retrieval,,
9.txt,"Luis Gozanga Magalhães, Jorge Posada, Miguel Guevara, Augusto Sousa, and Traian Lavric (Eds.)",2024,Proceedings of the 29th International ACM Conference on 3D Web Technology,"Association for Computing Machinery, New York, NY, USA",
9.txt,"Aitor Moreno, Alberto Jaspe-Villanueva, Imanol Muñoz-Pandiella, and Jorge Posada (Eds.)",2023,Proceedings of the 28th International ACM Conference on 3D Web Technology,"Association for Computing Machinery, New York, NY, USA",
9.txt,"Taku Komura, Michael Wimmer, and Hongbo Fu (Eds.)",2025,Proceedings of the SIGGRAPH Asia 2025 Conference Papers,"Association for Computing Machinery, New York, NY, USA",
9.txt,"Ginger Alford, Hao (Richard) Zhang, and Adriana Schulz (Eds.)",2025,Proceedings of the Special Interest Group on Computer Graphics and Interactive Techniques Conference Conference Papers,"Association for Computing Machinery, New York, NY, USA",
9.txt,,2024,Proceedings of the 32nd ACM International Conference on Multimedia,,
9.txt,"Takeo Igarashi, Ariel Shamir, and Hao (Richard) Zhang (Eds.)",2024,SIGGRAPH Asia 2024 Conference Papers,"Association for Computing Machinery, New York, NY, USA",
